Идентификатор записи,Фасет,Код позиции,Уникальный код (составной ключ),Наименование,Описание,Дата актуализации,Дата деактуализации,Номер изменения (актуализации),Номер изменения (деактуализации),Дата введения в действие,Статус записи
2365,108,0005,108000005,Продолжительность поиска работы безработными более 1 года,,2014-12-12,,0,,2015-07-01,Актуальный
2366,110,,110000000,Фасет 110 Учет безработных,,2014-12-12,,0,,2015-07-01,Актуальный
2367,110,0001,110000001,"Безработные, состоящие на учете в органах службы занятости",,2014-12-12,,0,,2015-07-01,Актуальный
2368,110,0002,110000002,"Безработные, снятые с учета в органах службы занятости",,2014-12-12,,0,,2015-07-01,Актуальный
2369,110,0003,110000003,"Безработные, не состоящие на учете в органах службы занятости",,2014-12-12,,0,,2015-07-01,Актуальный
2370,111,,111000000,Фасет 111 Причины снятия с учета безработных,,2014-12-12,,0,,2015-07-01,Актуальный
2371,111,0001,111000001,Трудоустройство безработных,,2014-12-12,,0,,2015-07-01,Актуальный
2372,111,0002,111000002,Направление на профессиональное обучение,,2014-12-12,,0,,2015-07-01,Актуальный
2373,111,0003,111000003,Оформление на досрочную пенсию,,2014-12-12,,0,,2015-07-01,Актуальный
2374,111,0009,111000009,Другие причины снятия с учета безработных,,2014-12-12,,0,,2015-07-01,Актуальный
2375,113,,113000000,Фасет 113 Структура безработных по причинам увольнения (отчисления),,2014-12-12,,0,,2015-07-01,Актуальный
2376,113,0001,113000001,"Лица, уволившиеся по собственному желанию",,2014-12-12,,0,,2015-07-01,Актуальный
2377,113,0002,113000002,"Лица, уволенные по соглашению сторон",,2014-12-12,,0,,2015-07-01,Актуальный
2378,113,0003,113000003,"Лица, уволенные в связи с ликвидацией организации либо прекращением деятельности индивидуальным предпринимателем, сокращением численности или штата работников организации, индивидуального предпринимателя",,2014-12-12,,0,,2015-07-01,Актуальный
2379,113,0004,113000004,- уволенные с государственной службы уволенные с государственной службы гражданской службы,,2014-12-12,,0,,2015-07-01,Актуальный
2380,113,0005,113000005,- уволенные с государственной службы военной службы,,2014-12-12,,0,,2015-07-01,Актуальный
2381,113,0006,113000006,- уволенные с государственной службы правоохранительной службы,,2014-12-12,,0,,2015-07-01,Актуальный
2382,113,0007,113000007,- уволенные с государственной службы муниципальной службы,,2014-12-12,,0,,2015-07-01,Актуальный
2383,113,0008,113000008,Выпускники образовательных организаций высшего образования,,2014-12-12,,0,,2015-07-01,Актуальный
2384,113,0009,113000009,Выпускники образовательных организаций профессиональных образовательных организаций,,2014-12-12,,0,,2015-07-01,Актуальный
2385,113,0010,113000010,Выпускники образовательных организаций общеобразовательных организаций,,2014-12-12,,0,,2015-07-01,Актуальный
2386,113,0015,113000015,"Лица, ставшие безработными по другим причинам увольнения (отчисления)",,2014-12-12,,0,,2015-07-01,Актуальный
2387,114,,114000000,Фасет 114 Структура безработных по возрасту,,2014-12-12,,0,,2015-07-01,Актуальный
2388,114,0001,114000001,Безработные в возрасте 16Безработные в возрасте17 лет,,2014-12-12,,0,,2015-07-01,Актуальный
2389,114,0002,114000002,Безработные в возрасте 18Безработные в возрасте19 лет,,2014-12-12,,0,,2015-07-01,Актуальный
2390,114,0003,114000003,Безработные в возрасте 20Безработные в возрасте24 лет,,2014-12-12,,0,,2015-07-01,Актуальный
2391,114,0004,114000004,Безработные в возрасте 25Безработные в возрасте29 лет,,2014-12-12,,0,,2015-07-01,Актуальный
2392,114,0005,114000005,Безработные в возрасте 30 лет и старше,,2014-12-12,,0,,2015-07-01,Актуальный
2393,114,0006,114000006,"Безработные предпенсионного возраста (за 2 года до наступления возраста, дающего право выхода на пенсию по старости (по возрасту)",,2014-12-12,,0,,2015-07-01,Актуальный
2394,114,0009,114000009,Безработные других возрастов,,2014-12-12,,0,,2015-07-01,Актуальный
2395,118,,118000000,Фасет 118 Профессиональное обучение безработных,,2014-12-12,,0,,2015-07-01,Актуальный
2396,118,0010,118000010,Приступили к профессиональному обучению,,2014-12-12,,0,,2015-07-01,Актуальный
2397,118,0011,118000011,Приступили к профессиональному обучению по предложению органов службы занятости,,2014-12-12,,0,,2015-07-01,Актуальный
2398,118,0020,118000020,Закончили профессиональное обучение,,2014-12-12,,0,,2015-07-01,Актуальный
2399,118,0021,118000021,Закончили профессиональное обучение по профессиям рабочих,,2014-12-12,,0,,2015-07-01,Актуальный
2400,118,0022,118000022,Закончили профессиональное обучение должностям служащих,,2014-12-12,,0,,2015-07-01,Актуальный
2401,118,0030,118000030,Получили профессиональную подготовку,,2014-12-12,,0,,2015-07-01,Актуальный
2402,118,0040,118000040,Прошли переподготовку,,2014-12-12,,0,,2015-07-01,Актуальный
2403,118,0050,118000050,Повысили квалификацию,,2014-12-12,,0,,2015-07-01,Актуальный
2404,120,,120000000,"Фасет 120 Услуги, предоставляемые государственными учреждениями службы занятости",,2014-12-12,,0,,2015-07-01,Актуальный
2405,120,0001,120000001,Профессиональная ориентация,,2014-12-12,,0,,2015-07-01,Актуальный
2406,120,0003,120000003,Психологическая поддержка,,2014-12-12,,0,,2015-07-01,Актуальный
2407,120,0004,120000004,Профессиональное обучение,,2014-12-12,,0,,2015-07-01,Актуальный
2408,120,0005,120000005,Организация проведения оплачиваемых общественных работ,,2014-12-12,,0,,2015-07-01,Актуальный
2409,120,0006,120000006,Организация временного трудоустройства несовершеннолетних граждан в возрасте от 14 до 18 лет в свободное от учёбы время,,2014-12-12,,0,,2015-07-01,Актуальный
2410,120,0007,120000007,"Организация временного трудоустройства безработных граждан, испытывающих трудности в поиске работы",,2014-12-12,,0,,2015-07-01,Актуальный
2411,120,0008,120000008,"Организация временного трудоустройства безработных граждан в возрасте от 18 до 20 лет, имеющих среднее профессиональное образование и ищущих работу впервые",,2014-12-12,,0,,2015-07-01,Актуальный
2412,120,0009,120000009,Социальная адаптация безработных граждан на рынке труда,,2014-12-12,,0,,2015-07-01,Актуальный
2413,120,0010,120000010,Содействие самозанятости безработных граждан,,2014-12-12,,0,,2015-07-01,Актуальный
2414,120,0011,120000011,Содействие безработным гражданам в переезде в другую местность для трудоустройства,,2014-12-12,,0,,2015-07-01,Актуальный
2415,120,0012,120000012,Содействие безработным гражданам и членам их семей в переселении в другую местность на новое место жительства для трудоустройства,,2014-12-12,,0,,2015-07-01,Актуальный
2416,122,,122000000,"Фасет 122 Категории граждан, которым оказываются услуги государственными учреждениями службы занятости",,2014-12-12,,0,,2015-07-01,Актуальный
2417,122,0001,122000001,"Граждане, которым оказываются услуги государственными учреждениями службы занятости,",,2014-12-12,,0,,2015-07-01,Актуальный
2418,122,0002,122000002,- в возрасте 14-29 лет в возрасте 14- в возрасте 14-29 лет29 лет,,2014-12-12,,0,,2015-07-01,Актуальный
2419,122,0003,122000003,- в возрасте 14-29 лет в возрасте 14- в возрасте 14-29 лет17 лет,,2014-12-12,,0,,2015-07-01,Актуальный
2420,122,0004,122000004,- в возрасте 14-29 лет в возрасте 16- в возрасте 14-29 лет29 лет,,2014-12-12,,0,,2015-07-01,Актуальный
2421,122,0005,122000005,- в возрасте 14-29 лет инвалиды,,2014-12-12,,0,,2015-07-01,Актуальный
2422,122,0006,122000006,- в возрасте 14-29 лет уволенные с военной службы,,2014-12-12,,0,,2015-07-01,Актуальный
2423,122,0007,122000007,"- в возрасте 14-29 лет члены семей граждан, уволенных с военной службы",,2014-12-12,,0,,2015-07-01,Актуальный
2424,122,0008,122000008,"- в возрасте 14-29 лет уволенные в связи с ликвидацией организации либо прекращением деятельности индивидуальным предпринимателем, сокращением численности или штата работников организации, индивидуального предпринимателя",,2014-12-12,,0,,2015-07-01,Актуальный
2425,122,0009,122000009,"- в возрасте 14-29 лет освобожденные из учреждений, исполняющих наказание в виде лишения свободы",,2014-12-12,,0,,2015-07-01,Актуальный
2426,122,0010,122000010,- в возрасте 14-29 лет стремящиеся возобновить трудовую деятельность после длительного (более года) перерыва,,2014-12-12,,0,,2015-07-01,Актуальный
2427,122,0011,122000011,"- в возрасте 14-29 лет родители, имеющие детей- в возрасте 14-29 летинвалидов",,2014-12-12,,0,,2015-07-01,Актуальный
2428,122,0012,122000012,"- в возрасте 14-29 лет из числа детей- в возрасте 14-29 летсирот, детей, оставшихся без попечения родителей",,2014-12-12,,0,,2015-07-01,Актуальный
2429,122,0013,122000013,- в возрасте 14-29 лет предпенсионного возраста,,2014-12-12,,0,,2015-07-01,Актуальный
2430,122,0014,122000014,"- в возрасте 14-29 лет пенсионеры, стремящиеся возобновить трудовую деятельность",,2014-12-12,,0,,2015-07-01,Актуальный
2431,122,0015,122000015,"- в возрасте 14-29 лет женщины, находящиеся в отпуске по уходу за ребенком до достижения им возраста трех лет",,2014-12-12,,0,,2015-07-01,Актуальный
2432,122,0016,122000016,- в возрасте 14-29 лет впервые ищущие работу (ранее не работавшие),,2014-12-12,,0,,2015-07-01,Актуальный
2433,122,0017,122000017,- в возрасте 14-29 лет не имеющие квалификации,,2014-12-12,,0,,2015-07-01,Актуальный
2434,122,0018,122000018,- в возрасте 14-29 лет одинокие родители,,2014-12-12,,0,,2015-07-01,Актуальный
2435,122,0019,122000019,- в возрасте 14-29 лет многодетные родители,,2014-12-12,,0,,2015-07-01,Актуальный
2436,122,0020,122000020,- в возрасте 14-29 лет проживающие в городах,,2014-12-12,,0,,2015-07-01,Актуальный
2437,122,0021,122000021,- в возрасте 14-29 лет проживающие в сельской местности,,2014-12-12,,0,,2015-07-01,Актуальный
2438,122,0022,122000022,- в возрасте 14-29 лет проживающие в монопрофильных городах (населенных пунктах),,2014-12-12,,0,,2015-07-01,Актуальный
2439,125,,125000000,"Фасет 125 Структура лиц, ищущих работу, по принадлежности к занятиям",,2014-12-12,,0,,2015-07-01,Актуальный
2440,125,0010,125000010,"Лица, ищущие работу, занятые трудовой деятельностью",,2014-12-12,,0,,2015-07-01,Актуальный
2441,125,0011,125000011,"Лица, ищущие работу, занятые трудовой деятельностью желающие работать в свободное от основной работы время",,2014-12-12,,0,,2015-07-01,Актуальный
2442,125,0020,125000020,"Учащиеся, желающие работать в свободное от учебы время",,2014-12-12,,0,,2015-07-01,Актуальный
2443,125,0030,125000030,"Лица, ищущие работу, не занятые трудовой деятельностью",,2014-12-12,,0,,2015-07-01,Актуальный
2444,126,,126000000,"Фасет 126 Структура лиц, ищущих работу, по профессиональной принадлежности",,2014-12-12,,0,,2015-07-01,Актуальный
2445,126,0001,126000001,"Лица, ищущие работу, ранее работавшие по рабочей профессии",,2014-12-12,,0,,2015-07-01,Актуальный
2446,126,0002,126000002,"Лица, ищущие работу, ранее работавшие на должности служащего",,2014-12-12,,0,,2015-07-01,Актуальный
2447,126,0003,126000003,"Лица, ищущие работу, ранее не работавшие, ищущие работу впервые",,2014-12-12,,0,,2015-07-01,Актуальный
2448,126,0009,126000009,"Лица, ищущие работу, другие",,2014-12-12,,0,,2015-07-01,Актуальный
2449,130,,130000000,"Фасет 130 Лица трудоспособного возраста, не входящие в состав рабочей силы",,2014-12-12,,0,,2015-07-01,Актуальный
2450,130,0001,130000001,"Лица, ищущие работу, но не готовые приступить к ней",,2014-12-12,,0,,2015-07-01,Актуальный
2451,130,0002,130000002,"Лица, желающие работать, но не ищущие работу",,2014-12-12,,0,,2015-07-01,Актуальный
2452,130,0003,130000003,"Лица, не желающие работать",,2014-12-12,,0,,2015-07-01,Актуальный
2453,131,,131000000,Фасет 131 Причины экономической неактивности населения,,2014-12-12,,0,,2015-07-01,Актуальный
2454,131,0001,131000001,Посещение дневных отделений образовательных учреждений,,2014-12-12,,0,,2015-07-01,Актуальный
2455,131,0002,131000002,"Выход на пенсию, в отставку",,2014-12-12,,0,,2015-07-01,Актуальный
2456,131,0003,131000003,"Состояние здоровья, являющееся причиной экономической неактивности",,2014-12-12,,0,,2015-07-01,Актуальный
2457,131,0004,131000004,"Выполнение домашних обязанностей, уход за детьми и другими членами семьи",,2014-12-12,,0,,2015-07-01,Актуальный
2458,131,0005,131000005,Невозможность после длительных поисков найти работу,,2014-12-12,,0,,2015-07-01,Актуальный
2459,131,0006,131000006,"Незнание, как и где искать работу",,2014-12-12,,0,,2015-07-01,Актуальный
2460,131,0009,131000009,Другие причины экономической неактивности населения,,2014-12-12,,0,,2015-07-01,Актуальный
2461,200,,200000000,Фасет 200 Категории миграции,,2014-12-12,,0,,2015-07-01,Актуальный
2462,240,0023,240000023,"Лица, ходатайствующие о признании беженцами, снятые с учета по причине отказа в признании беженцами",,2014-12-12,,0,,2015-07-01,Актуальный
2463,240,0029,240000029,"Лица, ходатайствующие о признании беженцами, снятые с учета по другим причинам снятия с учета",,2014-12-12,,0,,2015-07-01,Актуальный
2464,241,,241000000,"Фасет 241 Категории лиц, получающих временное убежище",,2014-12-12,,0,,2015-07-01,Актуальный
2465,241,0001,241000001,"Имеющие основания для признания беженцами, но ограничивающиеся заявлением в письменной форме с просьбой о предоставлении возможности временного пребывания на территории Российской Федерации иностранные граждане",,2014-12-12,,0,,2015-07-01,Актуальный
2466,241,0002,241000002,"Имеющие основания для признания беженцами, но ограничивающиеся заявлением в письменной форме с просьбой о предоставлении возможности временного пребывания на территории Российской Федерации лица без гражданства",,2014-12-12,,0,,2015-07-01,Актуальный
2467,241,0003,241000003,"Не имеющие оснований для признания беженцами, но из гуманных побуждений не могущие быть выдворенными (депортированными) за пределы территории Российской Федерации иностранные граждане",,2014-12-12,,0,,2015-07-01,Актуальный
2468,241,0004,241000004,"Не имеющие оснований для признания беженцами, но из гуманных побуждений не могущие быть выдворенными (депортированными) за пределы территории Российской Федерации лица без гражданства",,2014-12-12,,0,,2015-07-01,Актуальный
2469,242,,242000000,Фасет 242 Причины утраты лицом временного убежища,,2014-12-12,,0,,2015-07-01,Актуальный
2470,242,0001,242000001,"Устранение обстоятельств, послуживших основанием для предоставления лицу временного убежища",,2014-12-12,,0,,2015-07-01,Актуальный
2471,242,0002,242000002,Получение лицом права на постоянное проживание на территории Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2472,242,0003,242000003,Приобретение лицом гражданства Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2473,242,0004,242000004,Приобретение лицом гражданства другого иностранного государства,,2014-12-12,,0,,2015-07-01,Актуальный
2474,242,0005,242000005,Выезд лица к месту жительства за пределы территории Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2475,243,,243000000,Фасет 243 Причины лишения лица временного убежища,,2014-12-12,,0,,2015-07-01,Актуальный
2476,243,0001,243000001,Осуждение лица за совершение преступления на территории Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2477,243,0002,243000002,"Сообщение лицом заведомо ложных сведений либо предъявление фальшивых документов, послуживших основанием для предоставления ему временного убежища",,2014-12-12,,0,,2015-07-01,Актуальный
2478,243,0003,243000003,Допущение лицом иного нарушения законодательства Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2479,250,,250000000,Фасет 250 Источники формирования средств фондов помощи беженцам,,2014-12-12,,0,,2015-07-01,Актуальный
2480,250,0001,250000001,Средства участников фондов,,2014-12-12,,0,,2015-07-01,Актуальный
2481,250,0002,250000002,"Пожертвования, добровольные взносы физических и юридических лиц",,2014-12-12,,0,,2015-07-01,Актуальный
2482,250,0003,250000003,"Источники средств, предусмотренные законодательством Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2483,250,0004,250000004,"Средства, получаемые от иностранных государств, международных и межправительственных организаций",,2014-12-12,,0,,2015-07-01,Актуальный
2484,260,,260000000,Фасет 260 Вынужденные переселенцы,,2014-12-12,,0,,2015-07-01,Актуальный
2485,260,0011,260000011,Прибыло в порядке направления из других субъектов Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2486,260,0012,260000012,Обратилось с ходатайством о признании вынужденными переселенцами,,2014-12-12,,0,,2015-07-01,Актуальный
2487,260,0020,260000020,Рассмотрено ходатайство о признании вынужденными переселенцами,,2014-12-12,,0,,2015-07-01,Актуальный
2488,260,0021,260000021,Признано вынужденными переселенцами,,2014-12-12,,0,,2015-07-01,Актуальный
2489,260,0030,260000030,Снято с учета вынужденных переселенцев,,2014-12-12,,0,,2015-07-01,Актуальный
2490,260,0031,260000031,Снято с учета вынужденных переселенцев по причине истечения срока предоставления статуса вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2491,260,0032,260000032,Снято с учета вынужденных переселенцев по причине выезда в другой субъект Российской Федерации на новое место жительства,,2014-12-12,,0,,2015-07-01,Актуальный
2492,260,0033,260000033,Снято с учета вынужденных переселенцев по причине лишения статуса вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2493,260,0039,260000039,Снято с учета вынужденных переселенцев по другим причинам снятия с учета,,2014-12-12,,0,,2015-07-01,Актуальный
2494,261,,261000000,Фасет 261 Категории вынужденных переселенцев,,2014-12-12,,0,,2015-07-01,Актуальный
2495,261,0001,261000001,"Граждане Российской Федерации, вынужденные покинуть место жительства на территории иностранного государства и прибывшие на территорию Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2496,261,0002,261000002,"Граждане Российской Федерации, вынужденные покинуть место жительства на территории одного субъекта Российской Федерации и прибывшие на территорию другого субъекта Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2497,261,0003,261000003,Постоянно проживающие на законных основаниях на территории Российской Федерации и вынужденные изменить место жительства в пределах территории Российской Федерации иностранные граждане,,2014-12-12,,0,,2015-07-01,Актуальный
2498,261,0004,261000004,Постоянно проживающие на законных основаниях на территории Российской Федерации и вынужденные изменить место жительства в пределах территории Российской Федерации лица без гражданства,,2014-12-12,,0,,2015-07-01,Актуальный
2499,261,0005,261000005,"Граждане бывшего СССР, постоянно проживающие на территории республики, входившей в состав СССР, получившие статус беженца в Российской Федерации и утратившие этот статус в связи с приобретением гражданства Российской Федерации, при наличии обстоятельств, препятствовавших данному лицу в период действия статуса беженца в обустройстве на территории Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2500,262,,262000000,"Фасет 262 Категории лиц, которые не могут быть признаны вынужденными переселенцами",,2014-12-12,,0,,2015-07-01,Актуальный
2501,262,0001,262000001,"Лица, совершившие преступление против мира, человечности или другое тяжкое преступление, признаваемое таковым законодательством Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2502,262,0002,262000002,"Лица, не обратившиеся без уважительных причин с ходатайством о признании их вынужденными переселенцами в течение двенадцати месяцев со дня выбытия с места жительства либо в течение одного месяца со дня утраты статуса беженца в связи с приобретением гражданства Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2503,262,0003,262000003,"Лица, покинувшие место жительства по экономическим причинам либо вследствие голода, эпидемии или чрезвычайных ситуаций природного и техногенного характера",,2014-12-12,,0,,2015-07-01,Актуальный
2504,263,,263000000,"Фасет 263 Права лица, получившего свидетельство о регистрации ходатайства о признании его вынужденным переселенцем, и прибывших с ним членов его семьи, не достигших возраста восемнадцати лет",,2014-12-12,,0,,2015-07-01,Актуальный
2505,263,0001,263000001,"Получение единовременного денежного пособия на каждого члена семьи в порядке и в размерах, которые определяются Правительством Российской Федерации, но не ниже минимального размера оплаты труда, установленного законодательством Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2506,263,0002,263000002,Получение направления территориального органа миграционной службы на проживание в центре временного размещения вынужденных переселенцев при отсутствии возможности самостоятельного определения места жительства или места пребывания на территории Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2507,263,0003,263000003,"Содействие в обеспечении проезда и провоза багажа к месту временного поселения в порядке, определяемом Правительством Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2508,263,0004,263000004,"Проживание в центре временного размещения вынужденных переселенцев, получение питания по установленным нормам и пользование коммунальными услугами в соответствии с порядком, определяемым Правительством Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
2509,263,0005,263000005,Бесплатная медицинская и лекарственная помощь в государственных и муниципальных учреждениях здравоохранения в соответствии с законодательством Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2510,263,0006,263000006,"Бесплатный проезд и провоз багажа от места регистрации ходатайства к месту временного поселения на территории Российской Федерации малообеспеченных лиц (одинокий пенсионер, одинокий инвалид, семья, состоящая только из пенсионеров и (или) инвалидов, одинокий родитель (заменяющее его лицо) с ребенком или детьми в возрасте до восемнадцати лет, многодетная семья с тремя и более детьми в возрасте до восемнадцати лет)",,2014-12-12,,0,,2015-07-01,Актуальный
2511,264,,264000000,"Фасет 264 Обязанности лица, получившего свидетельство о регистрации ходатайства о признании его вынужденным переселенцем, и прибывших с ним членов его семьи, не достигших возраста восемнадцати лет",,2014-12-12,,0,,2015-07-01,Актуальный
2512,264,0001,264000001,Соблюдение установленного порядка проживания в центре временного размещения вынужденных переселенцев,,2014-12-12,,0,,2015-07-01,Актуальный
2513,264,0002,264000002,Прохождение обязательного медицинского осмотра,,2014-12-12,,0,,2015-07-01,Актуальный
2514,264,0003,264000003,"Сообщение федеральному органу миграционной службы и его территориальному органу достоверных сведений, необходимых для принятия решения о предоставлении им статуса вынужденного переселенца",,2014-12-12,,0,,2015-07-01,Актуальный
2515,265,,265000000,Фасет 265 Права вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2516,265,0001,265000001,Самостоятельный выбор места жительства на территории Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2517,265,0002,265000002,Получение у федерального органа миграционной службы или его территориального органа направления на проживание в центре временного размещения вынужденных переселенцев либо в жилом помещении из фонда жилья для временного поселения вынужденных переселенцев,,2014-12-12,,0,,2015-07-01,Актуальный
2518,265,0003,265000003,Получение содействия в обеспечении проезда и провоза багажа к новому месту жительства или к месту пребывания,,2014-12-12,,0,,2015-07-01,Актуальный
2519,265,0004,265000004,"Бесплатный проезд и провоз багажа от места временного поселения к новому месту жительства или к месту пребывания на территории Российской Федерации малообеспеченных лиц (одинокий пенсионер, одинокий инвалид, семья, состоящая только из пенсионеров и(или) инвалидов, одинокий родитель (заменяющее его лицо) с ребенком или детьми в возрасте до восемнадцати лет, многодетная семья с тремя и более детьми в возрасте до восемнадцати лет)",,2014-12-12,,0,,2015-07-01,Актуальный
2520,266,,266000000,Фасет 266 Обязанности вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2521,266,0001,266000001,Соблюдение Конституции Российской Федерации и законодательства Российской Федерации и субъектов Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2522,266,0002,266000002,Соблюдение установленного порядка проживания в центре временного размещения вынужденных переселенцев и жилом помещении из фонда жилья для временного поселения вынужденных переселенцев,,2014-12-12,,0,,2015-07-01,Актуальный
2523,266,0003,266000003,Снятие с учета в территориальном органе миграционной службы и в течение одного месяца постановка на учет в территориальном органе миграционной службы при перемене места жительства,,2014-12-12,,0,,2015-07-01,Актуальный
2524,266,0004,266000004,"Прохождение ежегодного переучета в сроки, устанавливаемые территориальным органом миграционной службы",,2014-12-12,,0,,2015-07-01,Актуальный
2525,267,,267000000,Фасет 267 Причины утраты права на проживание в жилом помещении из фонда жилья для временного поселения вынужденных переселенцев,,2014-12-12,,0,,2015-07-01,Актуальный
2526,267,0001,267000001,Получение (приобретение) вынужденным переселенцем другого жилья,,2014-12-12,,0,,2015-07-01,Актуальный
2527,267,0002,267000002,Завершение строительства индивидуального жилья вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2528,267,0003,267000003,Утрата или лишение статуса вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2529,267,0004,267000004,Отсутствие вынужденного переселенца без уважительных причин свыше шести месяцев,,2014-12-12,,0,,2015-07-01,Актуальный
2530,268,,268000000,Фасет 268 Причины утраты статуса вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2531,268,0001,268000001,Прекращение гражданства Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2532,268,0002,268000002,Выезд для постоянного проживания за пределы Российской Федерации,,2014-12-12,,0,,2015-07-01,Актуальный
2533,268,0003,268000003,Истечение срока предоставления статуса вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2534,269,,269000000,Фасет 269 Причины лишения статуса вынужденного переселенца,,2014-12-12,,0,,2015-07-01,Актуальный
2535,269,0001,269000001,Осуждение вынужденного переселенца за совершение преступления,,2014-12-12,,0,,2015-07-01,Актуальный
2536,269,0002,269000002,"Умышленное сообщение лицом ложных сведений или предъявление заведомо фальшивых документов, послуживших основанием для признания его вынужденным переселенцем",,2014-12-12,,0,,2015-07-01,Актуальный
2537,290,,290000000,"Фасет 290 Лица, которым Российская Федерация предоставляет политическое убежище",,2014-12-12,,0,,2015-07-01,Актуальный
2538,290,0001,290000001,"Ищущие убежище и защиту от преследования или реальной угрозы стать жертвой преследования в стране своей гражданской принадлежности или в стране своего обычного местожительства за общественноИщущие убежище и защиту от преследования или реальной угрозы стать жертвой преследования в стране своей гражданской принадлежности или в стране своего обычного местожительства за общественно-политическую деятельность и убеждения, которые не противоречат демократическим принципам, признанным мировым сообществом, нормам международного права,политическую деятельность и убеждения, которые не противоречат демократическим принципам, признанным мировым сообществом, нормам международного права,/ иностранные граждане и члены их семей при условии их согласия с ходатайством (кроме согласия детей, не достигших 14-летнего возраста)",,2014-12-12,,0,,2015-07-01,Актуальный
2539,290,0002,290000002,"Ищущие убежище и защиту от преследования или реальной угрозы стать жертвой преследования в стране своей гражданской принадлежности или в стране своего обычного местожительства за общественно-политическую деятельность и убеждения, которые не противоречат демократическим принципам, признанным мировым сообществом, нормам международного права, лица без гражданства и члены их семей при условии их согласия с ходатайством (кроме согласия детей, не достигших 14Ищущие убежище и защиту от преследования или реальной угрозы стать жертвой преследования в стране своей гражданской принадлежности или в стране своего обычного местожительства за общественно-политическую деятельность и убеждения, которые не противоречат демократическим принципам, признанным мировым сообществом, нормам международного права,летнего возраста)",,2014-12-12,,0,,2015-07-01,Актуальный
2540,291,,291000000,"Фасет 291 Лица, которым политическое убежище Российской Федерацией не предоставляется",,2014-12-12,,0,,2015-07-01,Актуальный
2541,291,0001,291000001,"Лицо, преследуемое за действия (бездействие), признаваемые в Российской Федерации преступлением, или виновное в совершении действий, противоречащих целям и принципам Организации Объединенных Наций",,2014-12-12,,0,,2015-07-01,Актуальный
2542,291,0002,291000002,"Лицо, привлеченное в качестве обвиняемого по уголовному делу либо в отношении которого имеется вступивший в законную силу и подлежащий исполнению обвинительный приговор суда на территории Российской Федерации",,2014-12-12,,0,,2015-07-01,Актуальный
